"Region","BevHSIR.mn","BevHSIR.sd","HSIR.mn","HSIR.sd","HSIR_24.mn","HSIR_24.sd","Fr.Sal6.mn2","Fr.Sal6.sd","Fr.Temp22.mn2","Fr.Temp22.sd","Fr.Temp24.mn2","Fr.Temp24.sd","Pr.Turb12.mn2","Pr.Turb12.sd","Sal.mn2","Sal.sd","Temp.mn2","Temp.sd","MaxSpd.mn2","MaxSpd.sd"
"Confluence",0.354892098102432,0.0652052786106353,0.112089644198088,0.138486265755476,0.325248409900006,0.0592285479173255,0.397288935982045,0.0954667397349552,0.38094017874126,0.431704607826439,0.936839300670161,0.0821630915718611,0.540912459804725,0.0999727466243523,6.87518287011482,0.502225199242213,21.8718681573506,2.22206716645819,0.521455703939776,0.02470207793305
"East Delta",0.441255289634513,0.043782537006112,0.0958958319207322,0.187019820931371,0.191556426373581,0.204187333263138,1,0,0.215227334164842,0.402035475546924,0.437619161745325,0.45102254879546,0.0278096316702273,0.0576722903346314,0.0978006856941077,0.00743250808907602,23.3429526457096,3.63595943681243,0.200879421293928,0.00876741343836362
"Lower Sacramento River",0.615933778050292,0.0613737388957267,0.164092877481901,0.2499898466513,0.423133216029604,0.15621923317148,0.909089643558577,0.0281622164043758,0.30239522807051,0.398739654564996,0.732410687620586,0.250745009425363,0.403508713332845,0.0804019930320101,4.11002034474659,0.327726571094759,22.3092171515074,2.48259643816186,0.466191504432675,0.0195167661170335
"Lower San Joaquin River",0.48289189356961,0.0799905998519796,0.12840976399288,0.230207541678348,0.283503803421496,0.194280450124284,0.999528761474942,0.000391280212417663,0.235540594379546,0.407967095380534,0.554116102783553,0.386928955240759,0.108550211667187,0.13832166305388,1.19866100034897,0.0975223366109434,22.8829954633069,2.84600969131459,0.321111999153233,0.0131403746116066
"NE Suisun",0.309394763225435,0.0251522020153832,0.114556803790971,0.121984740959025,0.299130393981976,0.0215649759607577,5.34558494674783e-07,1.6904223857633e-06,0.415432669724355,0.428825393215135,0.971972375030101,0.048054710288058,0.800209095361301,0.131598839667385,11.8321130151307,0.716418001264689,21.6343255456321,2.18335646833334,0.45937690617647,0.0208051457091847
"NW Suisun",0.306941323640489,0.0256577243732476,0.124355070661105,0.114834363004358,0.292372728849436,0.0190555453247029,0,0,0.570222644357782,0.324742359830358,0.970992360816467,0.0426815223109095,0.830601762280636,0.132888379946598,14.7307990360032,0.519515043016034,20.2304638937543,2.78453779489768,0.429153107058017,0.0335910131415233
"SE Suisun",0.198788094453023,0.0187649554870241,0.0684444238486362,0.0829162366517615,0.193498939364654,0.0167098485474204,0.00337191028043141,0.00549004597073474,0.373250425066392,0.462346431979343,0.97651626140302,0.0493245486966368,0.694497545298425,0.146945054729534,12.5035992965747,0.699296658897721,21.7994270082929,2.1296836067978,0.795493394880334,0.0359086572786019
"SW Suisun",0.156855526933919,0.0217852658621796,0.0607794161197906,0.067462949049043,0.154328622163309,0.0205097176332388,0,0,0.420158002654104,0.468818981655786,0.986876899958513,0.0255158816063201,0.673437593446468,0.129520252482181,18.9664594694604,0.505449443692997,21.5840400902994,2.23954853675277,0.888457710478745,0.0699791339165919
"Sacramento River",0.428576560029595,0.0191715191062045,0.120507802632393,0.181723088740366,0.215836040261094,0.191300154857022,1,0,0.300043534972883,0.441579980101538,0.521414912772331,0.454672824971579,0.0140481366753631,0.0223497126780262,0.102962700035148,0.00408955804743884,22.5613974105409,3.82338998727322,0.421642867471754,0.016809980300425
"South Delta",0.480025956971219,0.0498601391547145,0.118245788350615,0.204027443043221,0.235392294893089,0.18903544813572,1,0,0.243971340172823,0.396719979850318,0.482570287520073,0.398159726304345,0.121199008410346,0.0730972693535278,0.460058269693748,0.0284338164112873,23.2059607836619,3.55454702663655,0.204459628065158,0.00839373679501076
"Suisun Marsh",0.331425056873059,0.0167217567693125,0.145549458755597,0.120451630136463,0.303715239355642,0.0252018589751961,0.00682647025588546,0.00967503256913402,0.495219311017209,0.349565829743272,0.920750213752353,0.0812901725701611,0.77069652602851,0.0903902127773225,10.6365633465922,0.803737414478634,20.9669617031077,2.71039947353593,0.329735326737825,0.0212612323336462
"Yolo Bypass",0.545791504896417,0.00919926700092352,0.158858923195466,0.182434949817952,0.282353106374649,0.168605459259056,1,0,0.310969777848038,0.36394192734187,0.573063515295866,0.328574440957586,0.21649831577229,0.0212021821152016,0.111937379958402,0.00549615017823281,22.7398966954516,3.28004590811701,0.241052054104064,0.0359815761397547
"SummerFall",0.402298064166568,0.134034242783608,0.136521762774173,0.160143067687612,0.336117398533672,0.0969708242371983,0.328301262449127,0.379676906251198,0.43719434054669,0.378293470184294,0.890248140714892,0.163911856714438,0.636429865361679,0.20074602395667,9.08814139936421,4.08449358278104,21.34462772643,2.59057033350829,0.436633910542073,0.0748776802734392
"Delta",0.387730987198334,0.137377729600882,0.117648817079015,0.16124367621321,0.266672435080711,0.144347571956052,0.526342188009198,0.473498762170195,0.355280920097479,0.402906933079286,0.755428506614029,0.340464376264066,0.433497416645694,0.323944440712781,6.80217978452943,6.47615841869998,22.0941255457179,2.88893782948317,0.439917468649332,0.209872123490646
