Subregion,Subregion_ID,date,HSIR,HSIR_24,Fr.Sal6.mn,Fr.Temp22.mn,Fr.Temp24.mn,Pr.Turb12.mn,Sal.mn,Temp.mn,MaxSpd.mn,week_end,week_start,alt,WYT,Sub2
NW Suisun,11,10/21/2012,0.267688139,0.267688139,0.000660302,1,1,0.672072521,9.633193233,17.74705503,0.474612424,42,41,EXP3,BN,NW_SnBay
NW Suisun,11,11/4/2012,0.274311722,0.274311722,0.001351544,1,1,0.647624369,9.017863663,16.18950304,0.408139062,44,43,EXP3,BN,NW_SnBay
NW Suisun,11,11/18/2012,0.281852404,0.281852404,0.059456888,1,1,0.691912173,8.385774658,14.2935579,0.492510216,46,45,EXP3,BN,NW_SnBay
SE Suisun,9,7/15/2012,0.108161624,0.28638108,0.26107753,0.406345924,0.99998102,0.923414215,8.326298882,22.10201509,0.868733756,28,27,EXP3,BN,SE_SnBay
SE Suisun,9,7/29/2012,0.160268064,0.381085638,0.401326199,0.472519875,0.999066431,0.857143964,7.441878499,22.03709527,0.810602229,30,29,EXP3,BN,SE_SnBay
SE Suisun,9,8/12/2012,0.192382932,0.395745989,0.461364453,0.550382724,1,0.791329114,7.030526834,21.94792751,0.847279312,32,31,EXP3,BN,SE_SnBay
SE Suisun,9,8/26/2012,0.18933529,0.276669088,0.24727145,0.704968118,1,0.785379188,8.438302771,21.79283296,0.801399076,34,33,EXP3,BN,SE_SnBay
SE Suisun,9,9/9/2012,0.24053217,0.245998165,0.199898412,0.985136095,1,0.72647716,8.447511511,21.09964432,0.808041528,36,35,EXP3,BN,SE_SnBay
SE Suisun,9,9/23/2012,0.323853394,0.323853394,0.365059183,1,1,0.661185041,7.693901233,19.78672391,0.786313904,38,37,EXP3,BN,SE_SnBay
SE Suisun,9,10/7/2012,0.296697958,0.296697958,0.346174094,1,1,0.564852746,7.813593837,19.67605771,0.774993815,40,39,EXP3,BN,SE_SnBay
SE Suisun,9,10/21/2012,0.290093213,0.290093213,0.412527367,1,1,0.478380806,7.450837012,19.26276442,0.843994875,42,41,EXP3,BN,SE_SnBay
SE Suisun,9,11/4/2012,0.332956335,0.332956335,0.437844866,1,1,0.529861649,7.154688672,18.1567399,0.777019192,44,43,EXP3,BN,SE_SnBay
SE Suisun,9,11/18/2012,0.39616659,0.39616659,0.571846433,1,1,0.625927221,6.207192741,16.52836834,0.875886861,46,45,EXP3,BN,SE_SnBay
SW Suisun,8,7/15/2012,0.113668935,0.139053316,0,0.862487353,1,0.853280252,15.15722148,21.51610853,1.027247828,28,27,EXP3,BN,SW_SnBay
SW Suisun,8,7/29/2012,0.146468888,0.167530089,0.000295205,0.901251003,0.999996287,0.808461081,14.399378,21.42582409,0.888000166,30,29,EXP3,BN,SW_SnBay
SW Suisun,8,8/12/2012,0.130615494,0.146540363,0.001913415,0.924683805,1,0.784955026,13.99030102,21.38535584,0.961737998,32,31,EXP3,BN,SW_SnBay
SW Suisun,8,8/26/2012,0.152472442,0.167661149,0,0.929029721,1,0.752342733,15.51108089,21.38542757,0.862840906,34,33,EXP3,BN,SW_SnBay
SW Suisun,8,9/9/2012,0.158188849,0.158244833,0,0.999803167,1,0.726240411,15.30882085,20.67256179,0.888213204,36,35,EXP3,BN,SW_SnBay
SW Suisun,8,9/23/2012,0.163337088,0.163337088,0,1,1,0.668410421,14.84806757,19.5413019,0.858453728,38,37,EXP3,BN,SW_SnBay
SW Suisun,8,10/7/2012,0.158612086,0.158612086,0,1,1,0.56057637,15.09725688,19.22434854,0.832180264,40,39,EXP3,BN,SW_SnBay
SW Suisun,8,10/21/2012,0.120955763,0.120955763,2.90E-05,1,1,0.529138278,14.8017201,18.9396629,0.966424332,42,41,EXP3,BN,SW_SnBay
SW Suisun,8,11/4/2012,0.145068532,0.145068532,0.000132947,1,1,0.512996703,14.19843608,17.76687531,0.842929632,44,43,EXP3,BN,SW_SnBay
SW Suisun,8,11/18/2012,0.106414913,0.106414913,0.011904762,1,1,0.536315739,13.91999515,16.2113416,1.050385917,46,45,EXP3,BN,SW_SnBay
Sacramento River,1,7/15/2012,0.034938227,0.322210525,1,0.07056048,0.870466027,0.011575782,0.051008732,23.14510665,0.47490252,28,27,EXP3,BN,SacR
Sacramento River,1,7/29/2012,0.160917122,0.416805427,1,0.365403296,0.960894404,0.047581567,0.047097871,22.30838612,0.466423576,30,29,EXP3,BN,SacR
Sacramento River,1,8/12/2012,0.069387125,0.314883593,1,0.157433875,0.84518623,0.003936563,0.048397511,22.98517803,0.467373839,32,31,EXP3,BN,SacR
Sacramento River,1,8/26/2012,0.005785081,0.195062837,1,0.011853761,0.557533388,0.001950727,0.05427699,23.89144289,0.419721364,34,33,EXP3,BN,SacR
Sacramento River,1,9/9/2012,0.193941779,0.417499917,1,0.545911425,0.99104071,0.012274545,0.05380052,21.99884253,0.43024576,36,35,EXP3,BN,SacR
Sacramento River,1,9/23/2012,0.246578619,0.414026395,1,0.628782938,0.999476042,0.000424032,0.059956878,21.83847885,0.426221858,38,37,EXP3,BN,SacR
Sacramento River,1,10/7/2012,0.327256822,0.413979183,1,0.886584073,0.999970253,0.000195796,0.063294028,21.37179946,0.426368077,40,39,EXP3,BN,SacR
Sacramento River,1,10/21/2012,0.411148116,0.411148116,1,1,1,0.000203666,0.056329675,19.20555837,0.440644577,42,41,EXP3,BN,SacR
Sacramento River,1,11/4/2012,0.413305705,0.413305705,1,1,1,0,0.057034689,16.44595544,0.44044009,44,43,EXP3,BN,SacR
Sacramento River,1,11/18/2012,0.443237039,0.443237039,1,1,1,0.063423276,0.059766959,14.51933481,0.481489961,46,45,EXP3,BN,SacR
South Delta,4,7/15/2012,0.01473768,0.120769216,1,0.025050212,0.226805541,0.132202016,0.225118864,25.10160591,0.207739682,28,27,EXP3,BN,S_Delta
South Delta,4,7/29/2012,0.002289198,0.046170832,1,0.003964014,0.070491123,0.163594069,0.247210835,25.70247592,0.197271944,30,29,EXP3,BN,S_Delta
South Delta,4,8/12/2012,0.000887113,0.013928586,1,0.001837012,0.026152399,0.12470213,0.257293522,26.09785982,0.199696358,32,31,EXP3,BN,S_Delta
South Delta,4,8/26/2012,0.000429968,0.016622768,1,0.001018588,0.030736246,0.112814243,0.266095924,26.40848136,0.194172929,34,33,EXP3,BN,S_Delta
South Delta,4,9/9/2012,0.018973091,0.205116586,1,0.035306488,0.42046902,0.094830381,0.277719889,24.11591256,0.200589269,36,35,EXP3,BN,S_Delta
South Delta,4,9/23/2012,0.082903881,0.483737955,1,0.128107508,0.756325033,0.255397435,0.285690955,23.23971821,0.191796085,38,37,EXP3,BN,S_Delta
South Delta,4,10/7/2012,0.054509093,0.389598338,1,0.125687806,0.891469935,0.033282189,0.288323921,22.9413171,0.191370083,40,39,EXP3,BN,S_Delta
South Delta,4,10/21/2012,0.401807506,0.424922884,1,0.956019882,0.999991514,0.020974581,0.283402377,20.27076264,0.202580799,42,41,EXP3,BN,S_Delta
South Delta,4,11/4/2012,0.553448843,0.553448843,1,1,1,0.202559605,0.262333885,17.86663108,0.192410596,44,43,EXP3,BN,S_Delta
South Delta,4,11/18/2012,0.466387671,0.466387671,1,1,1,0.067918486,0.271433736,15.88658995,0.210543552,46,45,EXP3,BN,S_Delta
Suisun Marsh,5,7/15/2012,0.329724403,0.639883338,0.661803303,0.50679715,0.96852649,0.929643576,5.164561153,21.54583503,0.365261526,28,27,EXP3,BN,SnMarsh
Suisun Marsh,5,7/29/2012,0.317317871,0.543424125,0.51016474,0.601798529,0.98255447,0.874748761,5.906368572,21.21557738,0.330198169,30,29,EXP3,BN,SnMarsh
Suisun Marsh,5,8/12/2012,0.289652032,0.493866463,0.392366356,0.582656529,0.975143763,0.836298128,6.139796857,21.40093615,0.358507984,32,31,EXP3,BN,SnMarsh
Suisun Marsh,5,8/26/2012,0.328207562,0.469506011,0.360620318,0.699094762,0.978596259,0.811574721,6.503409409,21.16039476,0.330283898,34,33,EXP3,BN,SnMarsh
Suisun Marsh,5,9/9/2012,0.370549788,0.386845058,0.249884869,0.942995114,1,0.76449477,7.0117278,20.18947698,0.340902647,36,35,EXP3,BN,SnMarsh
Suisun Marsh,5,9/23/2012,0.42581799,0.42581953,0.323325658,0.999995759,1,0.722266782,6.876571456,19.0437719,0.330690617,38,37,EXP3,BN,SnMarsh
Suisun Marsh,5,10/7/2012,0.417640091,0.418770209,0.317108981,0.99244971,1,0.708924378,6.809375733,19.23326306,0.320045995,40,39,EXP3,BN,SnMarsh
Suisun Marsh,5,10/21/2012,0.435327823,0.435327823,0.340794786,1,1,0.709526363,6.62684188,18.28089362,0.355246366,42,41,EXP3,BN,SnMarsh
Suisun Marsh,5,11/4/2012,0.406878514,0.406878514,0.340344265,1,1,0.635465498,6.390720441,16.7501116,0.309704155,44,43,EXP3,BN,SnMarsh
Suisun Marsh,5,11/18/2012,0.476375668,0.476375668,0.407008964,1,1,0.710024714,5.735979015,14.97126488,0.366136845,46,45,EXP3,BN,SnMarsh
Yolo Bypass,0,7/15/2012,0.05863534,0.224592854,1,0.091222092,0.461769904,0.238018526,0.086949434,24.08066027,0.230386216,28,27,EXP3,BN,Yolo
Yolo Bypass,0,7/29/2012,0.082712067,0.262912184,1,0.133660431,0.575084111,0.225525468,0.080056017,23.68090976,0.221098854,30,29,EXP3,BN,Yolo
Yolo Bypass,0,8/12/2012,0.064000951,0.208592916,1,0.108251643,0.444389835,0.219250763,0.07670006,24.10320557,0.220727826,32,31,EXP3,BN,Yolo
Yolo Bypass,0,8/26/2012,0.065306978,0.190987476,1,0.113085093,0.394777964,0.202085116,0.075002399,24.36273993,0.216198094,34,33,EXP3,BN,Yolo
Yolo Bypass,0,9/9/2012,0.151148243,0.384576475,1,0.246303828,0.795932559,0.207269354,0.0752611,22.56237689,0.222403065,36,35,EXP3,BN,Yolo
Yolo Bypass,0,9/23/2012,0.251748329,0.414194898,1,0.514952504,0.869866954,0.215534704,0.076821364,21.62014551,0.210987169,38,37,EXP3,BN,Yolo
Yolo Bypass,0,10/7/2012,0.247696163,0.41267339,1,0.564397611,0.899473649,0.193329007,0.081442554,21.49623888,0.209547729,40,39,EXP3,BN,Yolo
Yolo Bypass,0,10/21/2012,0.413911121,0.489193515,1,0.898819421,0.960257942,0.250344033,0.081775356,19.43514986,0.221666375,42,41,EXP3,BN,Yolo
Yolo Bypass,0,11/4/2012,0.506886647,0.538689926,1,0.972465061,0.998276337,0.250701336,0.081157367,17.19940752,0.206628183,44,43,EXP3,BN,Yolo
Yolo Bypass,0,11/18/2012,0.537596592,0.53759875,1,0.999997676,1,0.207657357,0.079964767,15.09972299,0.230704368,46,45,EXP3,BN,Yolo
Confluence,6,7/15/2015,0.016486501,0.409895,0.459376499,0.074802702,0.990385979,0.708535161,6.51276743,22.70790685,0.54407057,29,28,EXP3,C,Confl
Confluence,6,7/29/2015,0.008464291,0.325727363,0.491289108,0.039269821,0.813532644,0.656090305,6.361622535,23.47537662,0.516239285,31,30,EXP3,C,Confl
Confluence,6,8/12/2015,0.008171299,0.318354624,0.423832023,0.03964122,0.872012988,0.633072943,6.691836544,23.4501193,0.544408641,33,32,EXP3,C,Confl
Confluence,6,8/26/2015,0.010456889,0.278428286,0.405701139,0.060414419,0.775585619,0.551652708,6.730554024,23.3451441,0.507696657,35,34,EXP3,C,Confl
Confluence,6,9/9/2015,0.010598909,0.348768712,0.471508055,0.055261182,0.970452569,0.511292627,6.438261396,23.1094139,0.52683834,37,36,EXP3,C,Confl
Confluence,6,9/23/2015,0.015000339,0.354722262,0.5664428,0.076182453,0.892524183,0.474125272,5.949522927,23.01102154,0.491177881,39,38,EXP3,C,Confl
Confluence,6,10/7/2015,0.231492921,0.45688974,0.721824088,0.559257892,1,0.45469243,5.24311051,21.94224532,0.541044246,41,40,EXP3,C,Confl
Confluence,6,10/21/2015,0.376631376,0.469052159,0.75160493,0.841574988,1,0.411145669,5.1845007,21.42978816,0.479330542,43,42,EXP3,C,Confl
Confluence,6,11/4/2015,0.461327292,0.461327292,0.769407755,1,1,0.441964998,5.105861144,20.19307839,0.551185958,45,44,EXP3,C,Confl
Confluence,6,11/18/2015,0.604111157,0.604111157,0.87088064,1,1,0.565790183,4.5324945,16.31979915,0.516973072,47,46,EXP3,C,Confl
East Delta,2,7/15/2015,0.000475466,0.00932452,1,0.002256962,0.035765274,0.000403617,0.115036073,26.05776128,0.204676873,29,28,EXP3,C,E_Delta
East Delta,2,7/29/2015,7.10E-05,0.001692324,1,0.000341059,0.007844893,0.000222034,0.119056963,26.24785928,0.199523007,31,30,EXP3,C,E_Delta
East Delta,2,8/12/2015,2.61E-05,0.001834025,1,0.000121619,0.008148493,9.11E-05,0.128038473,26.04635271,0.208081389,33,32,EXP3,C,E_Delta
East Delta,2,8/26/2015,2.17E-05,0.001966294,1,9.90E-05,0.008866414,0.000106541,0.130750593,25.92607155,0.194348267,35,34,EXP3,C,E_Delta
East Delta,2,9/9/2015,0.000760063,0.037435506,1,0.003126704,0.103956055,0.005747084,0.133144937,25.31404573,0.207303171,37,36,EXP3,C,E_Delta
East Delta,2,9/23/2015,0.000720122,0.124025081,1,0.002637452,0.254672536,0.162446455,0.128795293,24.6391155,0.197579559,39,38,EXP3,C,E_Delta
East Delta,2,10/7/2015,0.003914894,0.273142943,1,0.018298849,0.653223301,0.000100266,0.124726101,23.66448964,0.213305823,41,40,EXP3,C,E_Delta
East Delta,2,10/21/2015,0.053513204,0.360515146,1,0.179405809,0.863135944,0.000156756,0.124425946,22.98964903,0.188580764,43,42,EXP3,C,E_Delta
East Delta,2,11/4/2015,0.470585117,0.50683,1,0.932438591,1,0.107874713,0.126053601,20.41807131,0.210121868,45,44,EXP3,C,E_Delta
East Delta,2,11/18/2015,0.423333558,0.423333558,1,1,1,0.002582267,0.122116515,14.87086851,0.197109976,47,46,EXP3,C,E_Delta
Lower Sacramento River,3,7/15/2015,0.012535863,0.439226865,0.924046171,0.04893455,0.68270209,0.55324939,3.884130781,23.46951093,0.478451617,29,28,EXP3,C,SacR_low
Lower Sacramento River,3,7/29/2015,0.004424504,0.212261892,0.941079898,0.031796019,0.375297866,0.478926431,3.595273442,24.13514007,0.460960693,31,30,EXP3,C,SacR_low
Lower Sacramento River,3,8/12/2015,0.00547685,0.247800881,0.918309986,0.035321188,0.461335429,0.443980999,4.015362786,23.98824778,0.483386157,33,32,EXP3,C,SacR_low
Lower Sacramento River,3,8/26/2015,0.008614491,0.231228216,0.930559018,0.041693409,0.428329104,0.411894702,3.945430892,24.01025122,0.452176155,35,34,EXP3,C,SacR_low
Lower Sacramento River,3,9/9/2015,0.004599888,0.314079058,0.933709923,0.034468927,0.562542377,0.386582774,3.8638969,23.72577499,0.474263673,37,36,EXP3,C,SacR_low
Lower Sacramento River,3,9/23/2015,0.006676738,0.410210891,0.957578055,0.040273962,0.691092778,0.344923065,3.375328416,23.45347809,0.447465147,39,38,EXP3,C,SacR_low
Lower Sacramento River,3,10/7/2015,0.127185576,0.593249425,0.966953775,0.26134034,0.999874119,0.314929424,3.217541892,22.34549037,0.487914733,41,40,EXP3,C,SacR_low
Lower Sacramento River,3,10/21/2015,0.260169298,0.604079608,0.966998721,0.474500314,0.999997546,0.313194334,3.18133504,21.83748179,0.432509992,43,42,EXP3,C,SacR_low
Lower Sacramento River,3,11/4/2015,0.607440551,0.60751161,0.967425781,0.999620176,1,0.328554305,3.240980367,20.34661731,0.489617565,45,44,EXP3,C,SacR_low
Lower Sacramento River,3,11/18/2015,0.692828534,0.692828534,0.96789592,1,1,0.458450364,2.755213634,16.08453275,0.454878562,47,46,EXP3,C,SacR_low
Lower San Joaquin River,7,7/15/2015,0.003894711,0.205557376,0.999798765,0.005615675,0.372712486,0.051001434,1.203272266,24.36478449,0.330364621,29,28,EXP3,C,SJR_low
Lower San Joaquin River,7,7/29/2015,0.000944631,0.061302802,0.999908731,0.001818228,0.09411024,0.04088854,1.29120806,24.96648236,0.316225334,31,30,EXP3,C,SJR_low
Lower San Joaquin River,7,8/12/2015,0.00096718,0.074128302,0.999627857,0.002023381,0.124515911,0.031923134,1.357941655,24.79292767,0.331432719,33,32,EXP3,C,SJR_low
Lower San Joaquin River,7,8/26/2015,0.002505949,0.111125342,0.999711495,0.004970141,0.216136177,0.030818988,1.417739237,24.65895827,0.310727695,35,34,EXP3,C,SJR_low
Lower San Joaquin River,7,9/9/2015,0.001759123,0.15866409,0.999960099,0.003377521,0.346578801,0.02054695,1.395328266,24.24924491,0.328123227,37,36,EXP3,C,SJR_low
Lower San Joaquin River,7,9/23/2015,0.003355617,0.292782746,1,0.007238329,0.484031601,0.397168348,1.278504526,23.96322648,0.307023438,39,38,EXP3,C,SJR_low
Lower San Joaquin River,7,10/7/2015,0.038070576,0.391329727,1,0.082797503,0.933821956,0.015790973,1.072560444,22.97419736,0.33612179,41,40,EXP3,C,SJR_low
Lower San Joaquin River,7,10/21/2015,0.098434748,0.421999192,1,0.232184669,0.99972687,0.011947125,0.968975798,22.45164253,0.300896343,43,42,EXP3,C,SJR_low
Lower San Joaquin River,7,11/4/2015,0.583940472,0.596842055,1,0.988442623,1,0.303320956,0.886118683,20.55497396,0.339815774,45,44,EXP3,C,SJR_low
Lower San Joaquin River,7,11/18/2015,0.532364739,0.532364739,1,1,1,0.181967329,0.784853412,15.78516074,0.319439172,47,46,EXP3,C,SJR_low
NE Suisun,10,7/15/2015,0.054662252,0.340425586,0,0.187008206,0.999968793,0.996233347,11.19349153,22.36521569,0.482971103,29,28,EXP3,C,NE_SnBay
NE Suisun,10,7/29/2015,0.008595636,0.319418321,0,0.053650021,0.942274067,0.963534928,11.11537032,23.07265289,0.45649547,31,30,EXP3,C,NE_SnBay
NE Suisun,10,8/12/2015,0.002772044,0.306629239,0,0.033487888,0.964343169,0.86391159,11.50872387,23.19735759,0.471287725,33,32,EXP3,C,NE_SnBay
NE Suisun,10,8/26/2015,0.014635257,0.275614487,0,0.071128766,0.846859694,0.879179605,11.55033407,23.11875537,0.443359276,35,34,EXP3,C,NE_SnBay
NE Suisun,10,9/9/2015,0.019405565,0.313982759,0,0.086416639,0.994679944,0.836426064,11.37809874,22.78664713,0.46114591,37,36,EXP3,C,NE_SnBay
NE Suisun,10,9/23/2015,0.033726159,0.304986395,0,0.115882518,0.963649415,0.811226374,10.91579156,22.81148531,0.437856035,39,38,EXP3,C,NE_SnBay
NE Suisun,10,10/7/2015,0.180237774,0.28545946,2.70E-05,0.642101086,1,0.689300667,10.06098353,21.6825923,0.472996998,41,40,EXP3,C,NE_SnBay
NE Suisun,10,10/21/2015,0.260372845,0.280368875,0.000171303,0.935970473,1,0.614085559,9.767152189,21.25022622,0.418649514,43,42,EXP3,C,NE_SnBay
NE Suisun,10,11/4/2015,0.27480157,0.27480157,0.000310069,1,1,0.663002771,9.758186692,20.0744368,0.481319946,45,44,EXP3,C,NE_SnBay
NE Suisun,10,11/18/2015,0.284228207,0.284228207,0.005223796,1,1,0.685319387,9.05576638,16.1612999,0.465290381,47,46,EXP3,C,NE_SnBay
NW Suisun,11,7/15/2015,0.064246292,0.329459138,0,0.351152138,0.999701911,0.982532718,14.37043884,21.63404531,0.467240875,29,28,EXP3,C,NW_SnBay
NW Suisun,11,7/29/2015,0.017388976,0.298276218,0,0.273377672,0.923284363,0.970277576,14.36669964,22.14062222,0.430840068,31,30,EXP3,C,NW_SnBay
NW Suisun,11,8/12/2015,0.01101525,0.29950076,0,0.271836579,0.952034184,0.940072183,14.54968318,22.30744839,0.461946466,33,32,EXP3,C,NW_SnBay
NW Suisun,11,8/26/2015,0.029692005,0.274629354,0,0.303286009,0.876280091,0.944081923,14.89170898,21.97783879,0.401002797,35,34,EXP3,C,NW_SnBay
NW Suisun,11,9/9/2015,0.02867606,0.313956779,0,0.307594797,0.997351371,0.892453616,14.83687417,21.53396243,0.43631777,37,36,EXP3,C,NW_SnBay
NW Suisun,11,9/23/2015,0.08144447,0.291533652,0,0.45798043,0.958213368,0.833630007,14.75242707,21.23705891,0.388875734,39,38,EXP3,C,NW_SnBay
NW Suisun,11,10/7/2015,0.192343927,0.283677946,0,0.762422141,1,0.730891422,13.64798683,20.31240217,0.451141824,41,40,EXP3,C,NW_SnBay
NW Suisun,11,10/21/2015,0.2707116,0.285720793,0,0.972984156,1,0.672042124,13.15206307,19.78195887,0.379114774,43,42,EXP3,C,NW_SnBay
NW Suisun,11,11/4/2015,0.262756529,0.262756529,0,1,1,0.647714719,12.86590299,18.30765553,0.464561477,45,44,EXP3,C,NW_SnBay
NW Suisun,11,11/18/2015,0.282935135,0.282935135,4.92E-05,1,1,0.692366628,11.97335259,13.14309267,0.421008059,47,46,EXP3,C,NW_SnBay
SE Suisun,9,7/15/2015,0.013939688,0.217586163,0.005876013,0.043962527,1,0.924087782,11.8781995,22.5804785,0.835441804,29,28,EXP3,C,SE_SnBay
SE Suisun,9,7/29/2015,0.001290873,0.211794471,0.004786088,0.005587376,0.964595067,0.857143964,11.84410011,23.27148103,0.794612985,31,30,EXP3,C,SE_SnBay
SE Suisun,9,8/12/2015,8.79E-05,0.19447755,0.002066632,0.000729753,0.965453823,0.791415173,12.22074313,23.38414123,0.826910474,33,32,EXP3,C,SE_SnBay
SE Suisun,9,8/26/2015,0.002746828,0.18205701,0.002977947,0.009534349,0.839775557,0.785655181,12.13151823,23.31032336,0.778457455,35,34,EXP3,C,SE_SnBay
SE Suisun,9,9/9/2015,0.003797709,0.200816134,0.004924474,0.012288706,0.999048422,0.726431584,12.08860154,22.94863263,0.798054828,37,36,EXP3,C,SE_SnBay
SE Suisun,9,9/23/2015,0.015091176,0.207506852,0.010692902,0.073196779,0.983069228,0.661176426,11.69245816,22.86715668,0.752304126,39,38,EXP3,C,SE_SnBay
SE Suisun,9,10/7/2015,0.106053769,0.177214008,0.034777003,0.593315093,1,0.564846929,10.76211821,21.80254298,0.818434298,41,40,EXP3,C,SE_SnBay
SE Suisun,9,10/21/2015,0.180045269,0.187618667,0.035583314,0.965692249,1,0.478815285,10.52627537,21.29740947,0.735988556,43,42,EXP3,C,SE_SnBay
SE Suisun,9,11/4/2015,0.168583556,0.168583556,0.044084736,1,1,0.528929224,10.42891846,20.18029092,0.839380582,45,44,EXP3,C,SE_SnBay
SE Suisun,9,11/18/2015,0.201953903,0.201953903,0.084603775,1,1,0.626315165,9.706934034,16.5328916,0.792880719,47,46,EXP3,C,SE_SnBay
SW Suisun,8,7/15/2015,0.005592464,0.15679717,0,0.025895986,0.999985334,0.852973396,18.44696752,22.62155377,0.953526464,29,28,EXP3,C,SW_SnBay
SW Suisun,8,7/29/2015,0.000461389,0.168950918,0,0.002506071,0.976602292,0.808315297,18.64303569,23.23492514,0.868818132,31,30,EXP3,C,SW_SnBay
SW Suisun,8,8/12/2015,0.000319359,0.150752319,0,0.001888954,0.96830187,0.783904461,18.76765639,23.36504671,0.922418552,33,32,EXP3,C,SW_SnBay
SW Suisun,8,8/26/2015,0.001569485,0.159244759,0,0.006392282,0.92046968,0.755956273,18.97031555,23.26030481,0.853094005,35,34,EXP3,C,SW_SnBay
SW Suisun,8,9/9/2015,0.002067741,0.156520108,0,0.013554482,0.999872804,0.728601804,18.69368873,22.85861066,0.905632759,37,36,EXP3,C,SW_SnBay
SW Suisun,8,9/23/2015,0.063263691,0.184672097,0,0.365068388,0.999306684,0.667036313,18.74959037,22.38883761,0.793607426,39,38,EXP3,C,SW_SnBay
SW Suisun,8,10/7/2015,0.105726978,0.140692188,0,0.771803674,1,0.561707804,17.63173377,21.38265763,0.900239885,41,40,EXP3,C,SW_SnBay
SW Suisun,8,10/21/2015,0.173614181,0.173710688,0,0.999611259,1,0.52484695,17.50352842,20.80616086,0.771974841,43,42,EXP3,C,SW_SnBay
SW Suisun,8,11/4/2015,0.114170133,0.114170133,0,1,1,0.515706803,17.1671702,19.76433394,0.999281729,45,44,EXP3,C,SW_SnBay
SW Suisun,8,11/18/2015,0.130410854,0.130410854,0,1,1,0.535605054,16.65976357,16.13612414,0.935092844,47,46,EXP3,C,SW_SnBay
Sacramento River,1,7/15/2015,0.000500486,0.057352154,1,0.001201783,0.136452938,0.011604208,0.101217016,25.26714369,0.426279481,29,28,EXP3,C,SacR
Sacramento River,1,7/29/2015,0.000371552,0.050271328,1,0.000631469,0.084485196,0.047057809,0.09280177,25.14466697,0.420067274,31,30,EXP3,C,SacR
Sacramento River,1,8/12/2015,8.08E-06,0.004440783,1,0.000116021,0.009677824,0.003942155,0.101795941,25.31047462,0.422080426,33,32,EXP3,C,SacR
Sacramento River,1,8/26/2015,5.10E-05,0.002729423,1,0.000627466,0.007722659,0.001918003,0.096527999,25.40585935,0.402648516,35,34,EXP3,C,SacR
Sacramento River,1,9/9/2015,0.000529845,0.095583161,1,0.001461679,0.274655476,0.012207236,0.098969807,24.6169375,0.420888745,37,36,EXP3,C,SacR
Sacramento River,1,9/23/2015,0.021350468,0.274317049,1,0.041571088,0.725031666,0.000423697,0.090450155,23.48325388,0.408140416,39,38,EXP3,C,SacR
Sacramento River,1,10/7/2015,0.061875497,0.41177943,1,0.166641692,0.999070034,0.000196134,0.09173625,22.53187196,0.430853115,41,40,EXP3,C,SacR
Sacramento River,1,10/21/2015,0.265405722,0.415535939,1,0.807526402,0.999967463,0.000210259,0.09300099,21.54642339,0.386025274,43,42,EXP3,C,SacR
Sacramento River,1,11/4/2015,0.411304947,0.411305502,1,0.999999029,1,0,0.095879329,18.92676978,0.420646982,45,44,EXP3,C,SacR
Sacramento River,1,11/18/2015,0.448512051,0.448512051,1,1,1,0.062854178,0.091947478,13.39197105,0.401157425,47,46,EXP3,C,SacR
South Delta,4,7/15/2015,0.008944202,0.107267741,1,0.01940293,0.224746068,0.13254573,0.383661382,25.61132303,0.202691555,29,28,EXP3,C,S_Delta
South Delta,4,7/29/2015,0.00454336,0.082933129,1,0.00861872,0.132231019,0.162792702,0.448216952,25.64608274,0.193088936,31,30,EXP3,C,S_Delta
South Delta,4,8/12/2015,0.001614686,0.050233782,1,0.004241132,0.093977122,0.124444037,0.502052299,25.61801373,0.202355833,33,32,EXP3,C,S_Delta
South Delta,4,8/26/2015,0.003062828,0.033166903,1,0.006145747,0.059540972,0.112711923,0.547476579,25.69860976,0.18620721,35,34,EXP3,C,S_Delta
South Delta,4,9/9/2015,0.035633494,0.130863794,1,0.071504421,0.289678822,0.094389697,0.580217883,24.68322272,0.198623454,37,36,EXP3,C,S_Delta
South Delta,4,9/23/2015,0.012130695,0.218343046,1,0.029704907,0.374709493,0.255150642,0.597657403,24.24828594,0.184788261,39,38,EXP3,C,S_Delta
South Delta,4,10/7/2015,0.027105022,0.320900242,1,0.074879474,0.74628,0.033024533,0.581687138,23.35320788,0.202753995,41,40,EXP3,C,S_Delta
South Delta,4,10/21/2015,0.073476192,0.40238709,1,0.224557943,0.952487613,0.020714492,0.534066965,22.63744439,0.183427203,43,42,EXP3,C,S_Delta
South Delta,4,11/4/2015,0.533138528,0.553675455,1,0.964223789,1,0.204272858,0.502058241,19.9155185,0.202185314,45,44,EXP3,C,S_Delta
South Delta,4,11/18/2015,0.467285661,0.467285661,1,1,1,0.069753997,0.468539932,14.31780794,0.200396261,47,46,EXP3,C,S_Delta
Suisun Marsh,5,7/15/2015,0.076559757,0.338680012,0.027293771,0.290565883,0.924132345,0.930274796,10.02606843,22.24224504,0.342556747,29,28,EXP3,C,SnMarsh
Suisun Marsh,5,7/29/2015,0.039021621,0.289968415,0.01829829,0.175441749,0.83279643,0.874457882,10.79810202,22.78459599,0.325252517,31,30,EXP3,C,SnMarsh
Suisun Marsh,5,8/12/2015,0.037843753,0.2880064,0.0101525,0.179811739,0.85473074,0.836882694,11.49086821,22.84398015,0.350769695,33,32,EXP3,C,SnMarsh
